avg_rainfall,max_rainfall,avg_temperature,elevation,ndvi,slope,soil_moisture,jumlah_penduduk,rainfall_intensity,elevation_slope_ratio,vegetation_moisture,population_density_proxy,month,is_rainy_season,extreme_rainfall,landcover_encoded,banjir
85.474,175.93512499999997,25.7,207.8025,0.767,0.6970000000000001,36.324,100914.0,2.034543620047644,122.45285798467884,27.860508,483.2988110774536,9,0,1,3,1
17.188,40.08,36.9,6.168,0.24,0.103,36.819,255632.0,2.2036507587420275,5.592021758839529,8.83656,35662.94642857143,6,0,0,0,0
76.586,122.266,36.65,17.948,0.145,0.137,38.721,240402.0,1.5758770912277988,15.785400175901495,5.614544999999999,12687.460417986067,2,1,1,0,1
50.804,90.099,28.96,20.277,0.411,0.173,37.929,124129.0,1.7392286309937457,17.286445012787723,15.588819,5833.952154909057,1,1,0,0,0
101.194875,175.93512499999997,32.0,207.8025,0.519,0.6970000000000001,38.197,113555.0,1.7215650491279526,122.45285798467884,19.824243000000003,543.8392739550532,10,0,1,3,0
36.074,88.535,39.47,10.341,0.221,0.068,37.087,95474.0,2.38806171440902,9.68258426966292,8.196227,8418.481615377834,1,1,0,0,0
15.832,42.318,33.66,8.659,0.414,0.105,32.65,188209.0,2.514139733840304,7.836199095022625,13.5171,19485.35045035718,9,0,0,1,0
51.73,105.151,31.37,186.743,0.703,0.6970000000000001,37.631,147880.0,1.99413995827802,110.04301708898056,26.454593,787.6725097606835,4,0,1,3,0
64.852,101.152,22.56,207.8025,0.481,0.6970000000000001,38.652,117903.0,1.5360505375690945,122.45285798467884,18.591612,564.6627794207444,1,1,1,3,0
10.773,20.722,36.76,5.895,0.17,0.048,35.597,8766.0,1.7601291089781703,5.624999999999999,6.05149,1271.3560551124003,7,0,0,0,0
12.248,30.149,38.87,13.076,0.311,0.156,36.733,117440.0,2.275739734299517,11.311418685121108,11.423963,8343.279340721796,12,1,0,0,0
38.758,64.59,36.16,11.897,0.32,0.115,37.833,231127.0,1.6245787011419086,10.669955156950673,12.10656,17920.989377374583,5,0,0,0,0
32.858,89.796,31.62,5.911,0.393,0.05,37.67,15753.0,2.6521353889774946,5.629523809523809,14.80431,2279.409636810881,1,1,0,1,1
14.63,40.602,35.96,21.604,0.345,0.146,37.201,159222.0,2.5976967370441457,18.851657940663177,12.834345,7043.974517784463,7,0,0,0,1
27.44,46.318,40.0,8.401,0.222,0.095,37.91,98622.0,1.6286216596343177,7.672146118721461,8.41602,10490.586107860869,4,0,0,0,0
34.044,58.696,27.64,207.8025,0.674,0.6970000000000001,37.26,126736.0,1.674922954000685,122.45285798467884,25.11324,606.9659127644544,5,0,0,3,0
8.2,22.996,35.06,8.401,0.199,0.095,36.884,98622.0,2.499565217391305,7.672146118721461,7.339916,10490.586107860869,5,0,0,0,0
42.43,77.426,27.54,207.8025,0.718,0.6970000000000001,34.671,96355.0,1.7827768823393968,122.45285798467884,24.893778,461.46478131248426,8,0,0,3,1
18.966,61.36,33.63,41.443,0.473,0.306,32.405,171742.0,3.073224481618752,31.732771822358345,15.327565,4046.415192140047,6,0,0,0,0
58.734,94.335,34.49,143.048,0.637,0.625,40.717,110256.0,1.5792513476412091,88.02953846153846,25.936729,765.41152949017,3,1,0,3,0
44.517,70.572,39.23,13.076,0.286,0.156,37.68,117440.0,1.5504536766482853,11.311418685121108,10.77648,8343.279340721796,10,0,0,0,0
18.944,34.095,34.45,5.286,0.247,0.059,37.576,416552.5,1.7095367027677495,4.991501416430594,9.281272,66266.70378619155,6,0,0,0,0
13.198,26.85,32.64,10.722,0.607,0.076,34.969,76652.0,1.8911114241442455,9.964684014869889,21.226183,6539.157140419724,7,0,0,1,0
79.029,127.883,36.65,22.272,0.205,0.16,39.603,155693.0,1.59795824013795,19.2,8.118615,6690.142660708148,2,1,1,0,1
22.422,32.305,39.11,10.349,0.321,0.126,36.941,315702.0,1.37925881649731,9.19094138543517,11.858061,27817.605075337036,10,0,0,0,1
30.125,67.486,42.04,13.259,0.297,0.12,36.132,338087.0,2.168224899598394,11.838392857142855,10.731203999999998,23710.428501297425,11,1,0,0,0
40.328,72.187,34.33,207.8025,0.494,0.6970000000000001,34.666,108919.0,1.7466850561362754,122.45285798467884,17.125003999999997,521.6364746590677,8,0,0,0,0
12.821,46.867,30.19,3.12,0.543,0.044,32.655,54097.0,3.390999204109688,2.9885057471264367,17.731665000000003,13130.339805825242,6,0,0,1,0
59.473,106.857,28.12,207.8025,0.714,0.6970000000000001,38.435,16748.0,1.7670199923932994,122.45285798467884,27.44259,80.20976760335724,3,1,1,3,0
56.037,104.235,33.29,207.8025,0.665,0.6970000000000001,38.631,221710.0,1.8274979399337272,122.45285798467884,25.689615,1061.8167885920905,4,0,1,3,0
25.205,76.337,39.98,25.395,0.311,0.143,38.243,333904.0,2.913070024804427,22.21784776902887,11.893573,12650.274673233567,9,0,0,0,0
73.912,119.181,31.04,10.334,0.294,0.08,39.649,133153.0,1.5909467108073472,9.568518518518518,11.656806,11748.103052761602,2,1,1,1,1
15.159,28.062,34.45,42.596,0.508,0.214,38.109,165000.0,1.736617364935949,35.08731466227347,19.359372,3784.750894577485,7,0,0,0,0
63.445,114.045,27.27,163.412,0.541,0.6970000000000001,37.718,112356.0,1.769648537512608,96.29463759575722,20.405438000000004,683.3807751259031,12,1,1,3,0
70.725,114.663,34.57,207.8025,0.31,0.658,38.558,254629.0,1.5986476124085047,125.3332328106152,11.95298,1219.472946923528,2,1,1,0,0
62.431,144.983,28.88,3.313,0.315,0.071,38.005,167977.0,2.285680503223976,3.093370681605976,11.971575,38946.672849524686,2,1,1,2,0
9.498,16.524,35.63,10.341,0.295,0.068,33.937,95474.0,1.574014097923414,9.68258426966292,10.011415,8418.481615377834,8,0,0,0,0
73.464,115.597,28.76,184.459,0.42,0.639,38.648,231040.0,1.5523877309840997,112.54362416107382,16.23216,1245.7739985657206,1,1,1,0,1
22.958,66.45,31.87,17.038,0.578,0.132,35.062,95575.0,2.7736038066616584,15.051236749116606,20.265836,5298.536423106774,7,0,0,3,0
63.425,121.723,37.76,81.462,0.303,0.389,41.09,294195.0,1.8893752425300736,58.64794816414687,12.450270000000002,3567.6432781159806,2,1,1,0,0
64.935,99.369,27.88,207.8025,0.732,0.6970000000000001,37.935,133441.0,1.5070751497687116,122.45285798467884,27.768420000000003,639.0775972509907,4,0,1,3,0
17.958,39.586,36.54,13.259,0.348,0.12,35.902,338087.0,2.0880894609135985,11.838392857142855,12.493896,23710.428501297425,6,0,0,0,1
46.759,86.651,32.42,207.8025,0.499,0.6970000000000001,37.591,219309.0,1.814338658682133,122.45285798467884,18.757909,1050.3178841249503,1,1,0,3,0
46.313,80.574,39.06,25.658,0.326,0.16,39.871,228488.0,1.7029991757022382,22.11896551724138,12.997946,8571.085602820916,1,1,0,0,0
36.221,58.653,31.44,4.864,0.539,0.063,38.589,66679.0,1.5758039816232774,4.575729068673565,20.799471,11370.907230559344,3,1,0,1,0
44.596,64.019,35.7,3.313,0.331,0.071,38.383,167977.0,1.4040486007544524,3.093370681605976,12.704773,38946.672849524686,11,1,0,2,0
58.344,133.369,28.0,8.194,0.49,0.068,38.242,56160.0,2.247388110002696,7.672284644194756,18.73858,6108.331520556884,2,1,1,1,0
101.194875,175.93512499999997,30.6,207.8025,0.532,0.6970000000000001,36.985,68536.0,1.7215650491279526,122.45285798467884,19.67602,328.23361789250606,10,0,1,3,0
55.693,85.988,34.93,7.055,0.395,0.061,37.994,110356.0,1.5167304605506853,6.649387370405278,15.00763,13700.310366232154,11,1,0,1,0
81.964,125.547,35.05,207.8025,0.383,0.6970000000000001,39.357,219309.0,1.5132708162576538,122.45285798467884,15.073731,1050.3178841249503,2,1,1,3,0
31.315,71.251,32.19,3.228,0.318,0.07,38.245,91382.0,2.2048893702614887,3.0168224299065423,12.16191,21613.52885525071,12,1,0,1,0
34.285,57.553,28.51,11.706,0.535,0.093,38.693,71795.0,1.6310896981720278,10.709972552607502,20.700755,5650.480088147332,2,1,0,1,0
50.7,82.383,34.31,14.287,0.565,0.136,37.684,74309.0,1.5934816247582204,12.576584507042252,21.29146,4860.9275855301885,10,0,0,1,0
64.147,131.388,38.69,22.99,0.232,0.103,40.08,214493.0,2.0167927916864934,20.84315503173164,9.29856,8940.933722384327,2,1,1,0,0
4.146,11.571,39.03,21.604,0.299,0.146,33.344,159222.0,2.2485425573260787,18.851657940663177,9.969856,7043.974517784463,10,0,0,0,0
47.996,65.951,28.03,207.8025,0.634,0.6970000000000001,38.571,96355.0,1.346048657033227,122.45285798467884,24.454014,461.46478131248426,3,1,0,3,0
14.583,30.573,35.26,27.206,0.419,0.146,34.987,167553.0,1.9619457100686648,23.73996509598604,14.659553,5940.331844288449,7,0,0,0,0
14.511,42.419,35.15,59.039,0.398,0.233,34.659,326296.0,2.7347688737025337,47.882400648824,13.794282,5434.734089508486,8,0,0,0,0
48.074,88.543,40.19,16.888,0.256,0.139,37.411,416552.5,1.8042751762644167,14.827041264266905,9.577216,23286.700581395347,1,1,0,0,0
57.126,117.578,32.13,207.8025,0.512,0.6970000000000001,36.916,161632.0,2.0228125107525035,122.45285798467884,18.900992,774.0903485350989,6,0,1,0,0
18.027,31.681,30.88,65.388,0.666,0.569,38.796,125437.0,1.6650549219530142,41.67495219885278,25.838136,1889.45291317708,6,0,0,3,0
52.617,85.735,27.05,25.2,0.293,0.147,37.616,209140.0,1.5990264281850906,21.97035745422842,11.021488,7982.442748091603,12,1,0,0,0
67.181,117.76,39.42,10.559,0.138,0.122,37.605,233786.0,1.727167392675379,9.410873440285206,5.18949,20225.452028722208,1,1,1,0,0
55.325,123.319,37.84,2.309,0.238,0.051,38.309,123032.0,2.1894185530403907,2.1969552806850623,9.117541999999998,37181.02145663343,1,1,1,1,1
14.008,35.892,37.55,10.059,0.251,0.118,35.064,370282.0,2.391524520255864,8.99731663685152,8.801064,33482.41251469392,9,0,0,0,0
50.565,90.906,39.23,12.531,0.196,0.129,37.717,144640.0,1.7629399786677011,11.099202834366697,7.392532,10689.527751090089,1,1,0,0,0
21.161,43.176,39.92,10.059,0.218,0.118,37.58,370282.0,1.948287532151076,8.99731663685152,8.19244,33482.41251469392,12,1,0,0,0
19.81,56.538,39.9,7.059,0.159,0.09,36.758,126019.0,2.716866890917828,6.4761467889908255,5.844522,15637.051743392478,9,0,0,0,0
79.169,175.93512499999997,27.99,207.8025,0.633,0.6970000000000001,35.421,16748.0,2.1945530691414383,122.45285798467884,22.421493,80.20976760335724,9,0,1,3,0
18.146,55.098,38.28,5.514,0.288,0.062,37.312,146701.0,2.877781259793168,5.192090395480226,10.745855999999998,22520.878108688976,4,0,0,0,0
59.961,147.137,27.37,207.8025,0.647,0.6970000000000001,35.967,117903.0,2.4136251045750563,122.45285798467884,23.270649,564.6627794207444,9,0,1,3,0
30.15,75.383,40.91,10.47,0.193,0.136,36.753,309037.0,2.42,9.216549295774648,7.093329,26943.06887532694,10,0,0,0,0
30.18,69.067,38.2,11.542,0.304,0.072,37.286,124907.0,2.215105837075048,10.766791044776118,11.334944,9959.097432626377,12,1,0,0,0
36.93,57.062,32.11,8.659,0.556,0.105,38.768,188209.0,1.5044028473503823,7.836199095022625,21.555008,19485.35045035718,3,1,0,1,0
75.674,137.256,27.27,207.8025,0.446,0.6970000000000001,37.873,96355.0,1.7901244228812894,122.45285798467884,16.891358,461.46478131248426,12,1,1,3,0
43.677,82.08,35.15,14.027,0.383,0.106,37.876,255947.0,1.8371869194440087,12.68264014466546,14.506508,17032.47487855194,1,1,0,1,0
37.28,61.319,29.34,7.055,0.578,0.061,37.609,110356.0,1.6018547544409614,6.649387370405278,21.738002,13700.310366232154,10,0,0,1,0
27.992,61.252,34.7,8.849,0.488,0.052,37.295,112289.0,2.1127207505518766,8.411596958174904,18.19996,11401.055944765963,4,0,0,0,0
33.032,66.597,36.51,19.269,0.248,0.113,38.267,273703.0,1.9568935119887163,17.312668463611857,9.490216,13503.52755439341,12,1,0,0,0
58.354,109.926,33.77,128.261,0.616,0.34,41.097,126087.0,1.8520403005694648,95.71716417910449,25.315752,975.4450298233808,5,0,1,3,0
33.885,55.322,38.59,21.351,0.272,0.155,37.833,163375.0,1.5858391858965173,18.485714285714284,10.290576,7309.516352735895,5,0,0,0,0
52.503,86.459,37.59,78.676,0.261,0.279,40.589,156512.0,1.6159654598807545,61.513682564503526,10.593729,1964.3556403433904,12,1,0,0,0
46.24,79.283,26.43,72.997,0.643,0.372,41.358,121333.0,1.6783022861981371,53.20481049562682,26.593194,1639.7016095247104,3,1,0,3,0
28.536,75.689,32.31,7.055,0.643,0.061,31.877,110356.0,2.5626015709642465,6.649387370405278,20.496911,13700.310366232154,10,0,0,1,0
12.056,44.742,36.46,17.765,0.289,0.161,36.157,266287.0,3.426930147058824,15.301464254952627,10.449372999999998,14190.620836664002,6,0,0,0,0
12.016,38.219,33.02,42.596,0.481,0.214,36.887,165000.0,2.9363091579594345,35.08731466227347,17.742646999999998,3784.750894577485,7,0,0,0,0
60.344,106.261,29.1,207.8025,0.659,0.6970000000000001,39.625,33887.0,1.7322150495565989,122.45285798467884,26.112875000000003,162.29211814992635,1,1,1,3,0
82.103,132.452,26.04,207.8025,0.596,0.6970000000000001,39.684,33887.0,1.5938293443076663,122.45285798467884,23.651664,162.29211814992635,2,1,1,3,0
35.621,69.299,39.67,7.605,0.189,0.061,37.844,95807.0,1.89232953769695,7.167766258246938,7.152516,11133.875653689714,3,1,0,0,0
12.903,26.217,35.11,44.431,0.437,0.212,40.216,224048.0,1.8857081205495216,36.65924092409241,17.574392,4931.610574277476,5,0,0,0,0
37.547,95.056,32.02,18.626,0.526,0.144,35.063,70728.0,2.465976599994812,16.281468531468533,18.443138,3603.790889636197,9,0,0,3,1
58.126,116.523,32.31,65.388,0.598,0.569,40.666,125437.0,1.9707573656259516,41.67495219885278,24.318268,1889.45291317708,11,1,1,3,0
54.932,95.266,30.81,65.388,0.676,0.569,41.32,125437.0,1.7032467996853322,41.67495219885278,27.93232,1889.45291317708,5,0,0,3,0
1.375,1.735,40.09,24.987,0.284,0.142,31.557625,227423.0,0.7305263157894737,21.880035026269702,8.962365499999999,8751.414168622774,9,0,0,0,0
11.333,17.307,32.73,39.539,0.528,0.297,31.557625,101969.0,1.4033081975188515,30.48496530454896,16.662426,2515.3309159081377,8,0,0,3,0
72.871,148.352,29.23,10.334,0.353,0.08,39.257,133153.0,2.008257638315442,9.568518518518518,13.857720999999998,11748.103052761602,2,1,1,1,0
36.481,76.031,35.84,81.462,0.37,0.389,40.535,294195.0,2.0285211173661324,58.64794816414687,14.997949999999998,3567.6432781159806,1,1,0,0,1
101.194875,175.93512499999997,30.46,207.8025,0.524,0.6970000000000001,38.642,126736.0,1.7215650491279526,122.45285798467884,20.248408,606.9659127644544,11,1,1,3,0
47.718,68.768,36.49,74.634,0.334,0.278,41.497,236198.0,1.4115521983661068,58.39906103286385,13.859998,3122.9076870190656,2,1,0,0,0
12.127,27.722,35.45,2.309,0.408,0.051,31.595,123032.0,2.111830578197608,2.1969552806850623,12.890759999999998,37181.02145663343,9,0,0,1,0
19.066,55.014,37.35,19.751,0.3,0.128,35.44,158036.0,2.741652546596233,17.509751773049643,10.632,7615.82574333767,7,0,0,0,0
49.655,88.924,28.96,14.061,0.22,0.127,37.717,255345.0,1.7554831704668838,12.476486246672582,8.29774,16954.05351570281,1,1,0,0,0
27.416,52.39,30.74,52.034,0.698,0.394,33.137,102578.0,1.843679617117117,37.32711621233859,23.129626,1934.1931591054797,6,0,0,1,0
29.383,57.326,38.84,10.007,0.233,0.092,37.852,124341.0,1.886778790771155,9.163919413919412,8.819516,11296.53856636686,5,0,0,0,0
16.028,45.155,30.29,203.856,0.657,0.6970000000000001,36.885,129835.0,2.651808785529716,120.12728344136713,24.233445,633.7866598976842,7,0,0,3,0
36.512,65.045,33.42,133.589,0.524,0.293,40.294,266481.0,1.733978460226061,103.3170920340294,21.114056,1979.961215255333,6,0,0,0,0
36.469,72.004,39.09,6.01,0.171,0.06,37.844,237367.0,1.9216952680882864,5.669811320754716,6.471324000000001,33861.19828815977,3,1,0,0,0
37.783,61.961,40.58,17.99,0.24,0.133,38.077,116915.0,1.5976329835237089,15.87819947043248,9.13848,6156.661400737231,11,1,0,0,0
26.241,59.607,33.34,29.506,0.564,0.225,31.557625,163531.0,2.1881355310010644,24.086530612244896,17.798500499999996,5360.617583426211,9,0,0,3,0
23.988,38.709,35.66,11.897,0.345,0.115,36.835,231127.0,1.5491035697134623,10.669955156950673,12.708075,17920.989377374583,5,0,0,0,0
19.415,48.365,38.59,10.559,0.249,0.122,37.312,233786.0,2.3690913543962773,9.410873440285206,9.290688,20225.452028722208,4,0,0,0,0
81.073,160.895,33.18,144.929,0.661,0.575,38.369,63856.0,1.9603889220571933,92.0184126984127,25.361909,437.5826600607144,11,1,1,3,0
97.012,175.93512499999997,28.53,207.8025,0.529,0.6970000000000001,36.683,138901.0,1.7950365771538177,122.45285798467884,19.405307,665.2267094503178,9,0,1,3,1
14.836,27.817,36.3,44.431,0.417,0.212,38.21,224048.0,1.75656731497853,36.65924092409241,15.93357,4931.610574277476,7,0,0,0,0
12.424,24.844,31.87,3.12,0.423,0.044,32.712,54097.0,1.8507151370679384,2.9885057471264367,13.837176,13130.339805825242,7,0,0,1,0
72.305,126.66,38.47,13.076,0.204,0.156,38.771,117440.0,1.7278493963576835,11.311418685121108,7.909283999999999,8343.279340721796,2,1,1,0,1
49.676,114.221,35.87,87.016,0.518,0.265,37.999,128079.0,2.2539466414081617,68.78735177865613,19.683482,1455.1786038902017,9,0,1,0,0
72.058,128.724,31.97,207.8025,0.669,0.6970000000000001,38.504,152898.0,1.7619425661802948,122.45285798467884,25.759176,732.2613474455526,5,0,1,3,0
81.326,132.491,25.97,133.589,0.321,0.293,41.279,266481.0,1.609345771688167,103.3170920340294,13.250559,1979.961215255333,2,1,1,0,0
9.846,17.422,34.15,11.542,0.403,0.072,33.937,124907.0,1.6063064724322331,10.766791044776118,13.676611,9959.097432626377,8,0,0,0,0
13.209,21.091,33.43,3.768,0.432,0.07,34.368,256183.0,1.4843409106904075,3.5214953271028038,14.846976000000002,53729.656040268455,7,0,0,1,0
68.633,132.294,28.16,4.048,0.306,0.069,37.613,65599.0,1.8998750592391545,3.7867165575304025,11.509578,12995.047543581615,1,1,1,1,0
53.449,83.558,32.91,99.044,0.642,0.396,41.9,121142.0,1.5346103693364437,70.9484240687679,26.8998,1210.887209627764,3,1,0,3,0
48.877,78.387,40.15,13.259,0.26,0.12,38.027,338087.0,1.571606151131784,11.838392857142855,9.88702,23710.428501297425,11,1,0,0,0
52.419,114.622,31.54,65.388,0.645,0.569,37.891,125437.0,2.1457159437653277,41.67495219885278,24.439695,1889.45291317708,9,0,1,3,0
9.915,19.324,35.84,12.45,0.35,0.13,36.038,173198.0,1.770407695831425,11.017699115044248,12.6133,12877.17472118959,6,0,0,0,0
37.882,79.084,32.36,39.539,0.544,0.297,38.492,101969.0,2.033948870942853,30.48496530454896,20.939648,2515.3309159081377,12,1,0,3,0
59.93,123.762,37.34,17.948,0.118,0.137,38.069,240402.0,2.031216149679961,15.785400175901495,4.492142,12687.460417986067,2,1,1,0,0
60.3,112.524,31.97,34.68,0.343,0.347,38.891,68445.0,1.8356280587275693,25.74610244988864,13.339613,1918.3015695067263,2,1,1,0,0
23.703,42.404,36.82,23.82,0.38,0.178,38.366,272483.0,1.716552645427681,20.220713073005093,14.57908,10978.36422240129,5,0,0,0,1
34.992,114.907,31.03,104.116,0.611,0.338,38.491,128905.0,3.192570571238053,77.81464872944693,23.518001,1226.311884013851,6,0,1,3,0
41.016,63.991,34.81,39.466,0.406,0.259,40.999,239159.0,1.5230150418888042,31.347100873709294,16.645594000000003,5910.122077793703,4,0,0,0,0
50.1,104.684,37.09,32.768,0.427,0.179,35.962,216604.0,2.048610567514677,27.793044953350297,15.355774,6414.475242833451,11,1,1,0,0
38.706,49.982,37.78,10.559,0.222,0.122,38.655,233786.0,1.258802196141641,9.410873440285206,8.58141,20225.452028722208,4,0,0,0,0
101.194875,175.93512499999997,29.06,207.8025,0.562,0.6970000000000001,38.021,126736.0,1.7215650491279526,122.45285798467884,21.367802,606.9659127644544,11,1,1,3,0
19.288,39.456,33.16,3.922,0.36,0.061,34.281,127330.0,1.944794952681388,3.696512723845429,12.34116,25869.5652173913,9,0,0,1,0
16.045,35.138,37.32,8.969,0.159,0.076,35.747,140469.0,2.0614843062481665,8.335501858736059,5.683773,14090.580800481492,8,0,0,0,0
64.842,129.189,34.99,6.894,0.13,0.061,37.368,126736.0,1.9621062543665135,6.497643732327993,4.85784,16054.725107676715,1,1,1,3,0
83.255,138.454,38.11,6.894,0.094,0.061,38.721,126736.0,1.6432733962376125,6.497643732327993,3.639774,16054.725107676715,2,1,1,3,0
46.113,64.16,38.97,78.676,0.314,0.279,39.122,156512.0,1.3618321906904676,61.513682564503526,12.284308,1964.3556403433904,10,0,0,0,0
13.755,37.616,35.02,13.259,0.34,0.12,34.331,338087.0,2.549373093866486,11.838392857142855,11.67254,23710.428501297425,6,0,0,0,0
23.677,56.584,39.31,10.059,0.159,0.118,38.286,370282.0,2.292985370993233,8.99731663685152,6.087474,33482.41251469392,12,1,0,0,0
94.294,140.536,38.54,69.866,0.433,0.251,39.95,273150.0,1.474762314521376,55.84812150279777,17.298350000000003,3854.4577089154177,11,1,1,3,0
8.161,24.614,36.61,8.194,0.336,0.068,35.968,56160.0,2.686824582469163,7.672284644194756,12.085248000000002,6108.331520556884,10,0,0,1,0
9.415,28.799,39.4,10.059,0.23,0.118,36.955,370282.0,2.7651464234277485,8.99731663685152,8.49965,33482.41251469392,10,0,0,0,0
34.407,53.212,38.64,3.198,0.283,0.104,38.65,170512.0,1.5028666647838,2.8967391304347823,10.93795,40617.43687470224,3,1,0,0,0
10.327,18.804,36.9,17.948,0.257,0.137,35.597,240402.0,1.6601041758629822,15.785400175901495,9.148429,12687.460417986067,7,0,0,0,0
43.267,75.83,36.83,28.61,0.4,0.18,40.944,297400.0,1.713014209230352,24.24576271186441,16.3776,10043.904086457278,4,0,0,0,0
22.633,33.878,36.68,98.048,0.5,0.278,39.182,254663.0,1.4335039986459612,76.71987480438185,19.591,2571.106938050238,10,0,0,0,0
65.066,113.665,39.42,10.059,0.155,0.118,37.605,370282.0,1.720476493203766,8.99731663685152,5.828774999999999,33482.41251469392,1,1,1,0,0
55.612,93.885,39.5,57.304,0.397,0.27,40.853,383275.0,1.658393980074896,45.12125984251968,16.218641,6573.734220636663,10,0,0,0,1
38.385,57.501,32.68,18.626,0.63,0.144,38.992,70728.0,1.459972070585248,16.281468531468533,24.56496,3603.790889636197,3,1,0,3,1
72.217,105.177,38.27,3.19,0.237,0.068,37.605,416552.5,1.4365106464345714,2.98689138576779,8.912384999999999,99415.8711217184,1,1,1,0,0
19.138,38.066,36.18,5.286,0.211,0.059,35.508,416552.5,1.890257225146489,4.991501416430594,7.492188,66266.70378619155,8,0,0,0,0
39.7,51.05,30.64,128.261,0.604,0.34,41.083,126087.0,1.254299754299754,95.71716417910449,24.814132,975.4450298233808,3,1,0,3,0
58.565,132.132,30.7,207.8025,0.666,0.6970000000000001,32.884,121972.0,2.2182825484764543,122.45285798467884,21.900744000000003,584.1500939883382,9,0,1,3,0
64.472,105.588,28.85,39.721,0.437,0.198,42.05,111222.0,1.6127199413489737,33.15609348914858,18.37585,2731.317993173056,2,1,1,3,0
43.511,75.959,39.53,10.059,0.228,0.118,37.662,370282.0,1.7065219833299634,8.99731663685152,8.586936,33482.41251469392,2,1,0,0,0
12.045,27.498,37.2,5.286,0.259,0.059,34.742,416552.5,2.1079340743579915,4.991501416430594,8.998178,66266.70378619155,7,0,0,0,0
63.735,90.382,32.92,144.929,0.646,0.575,39.248,63856.0,1.3961844442728046,92.0184126984127,25.354208,437.5826600607144,2,1,0,3,0
35.759,69.649,29.32,21.351,0.245,0.155,37.891,163375.0,1.894746864713404,18.485714285714284,9.283295,7309.516352735895,3,1,0,0,0
12.096,21.667,29.73,11.706,0.633,0.093,31.557625,71795.0,1.654474648747709,10.709972552607502,19.975976625,5650.480088147332,8,0,0,1,0
24.251,48.306,32.34,11.706,0.496,0.093,37.276,71795.0,1.9130331472020907,10.709972552607502,18.488896,5650.480088147332,4,0,0,1,0
24.18,43.33,31.91,2.309,0.405,0.051,37.653,123032.0,1.7208101667990467,2.1969552806850623,15.249465,37181.02145663343,3,1,0,1,0
59.394,110.689,37.43,41.443,0.375,0.306,37.566,171742.0,1.832781402126039,31.732771822358345,14.08725,4046.415192140047,10,0,1,0,0
16.479,41.508,26.95,3.922,0.351,0.061,36.845,127330.0,2.3747353967618285,3.696512723845429,12.932595,25869.5652173913,5,0,0,1,0
11.567,40.901,31.6,7.055,0.434,0.061,31.557625,110356.0,3.2546351555661657,6.649387370405278,13.69600925,13700.310366232154,8,0,0,1,0
